locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDNALJOL_00254	CDS	1176	fdtB	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
CDNALJOL_00255	gene	2196	bepA_1			
CDNALJOL_00255	CDS	2196	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
CDNALJOL_00256	gene	696				
CDNALJOL_00256	CDS	696				hypothetical protein
CDNALJOL_00257	gene	483				
CDNALJOL_00257	CDS	483				hypothetical protein
CDNALJOL_00258	gene	1137	lcdH			
CDNALJOL_00258	CDS	1137	lcdH	1.1.1.108		L-carnitine dehydrogenase
CDNALJOL_00259	gene	1041				
CDNALJOL_00259	CDS	1041				hypothetical protein
CDNALJOL_00260	gene	774	mimB			
CDNALJOL_00260	CDS	774	mimB	1.18.1.-		Propane 2-monooxygenase, reductase component
CDNALJOL_00261	gene	858				
CDNALJOL_00261	CDS	858				hypothetical protein
CDNALJOL_00262	gene	771	ybhF_2			
CDNALJOL_00262	CDS	771	ybhF_2		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
CDNALJOL_00263	gene	624				
CDNALJOL_00263	CDS	624				hypothetical protein
CDNALJOL_00264	gene	732				
CDNALJOL_00264	CDS	732				hypothetical protein
CDNALJOL_00265	gene	1425	bepC			
CDNALJOL_00265	CDS	1425	bepC			Outer membrane efflux protein BepC
CDNALJOL_00266	gene	933	cmpR_1			
CDNALJOL_00266	CDS	933	cmpR_1		COG0583	HTH-type transcriptional activator CmpR
CDNALJOL_00267	gene	3213	swrC_1			
CDNALJOL_00267	CDS	3213	swrC_1		COG0841	Swarming motility protein SwrC
CDNALJOL_00268	gene	1131	mdtA_1			
CDNALJOL_00268	CDS	1131	mdtA_1			Multidrug resistance protein MdtA
CDNALJOL_00269	gene	1473				
CDNALJOL_00269	CDS	1473				hypothetical protein
CDNALJOL_00270	gene	714				
CDNALJOL_00270	CDS	714				hypothetical protein
CDNALJOL_00271	gene	729				
CDNALJOL_00271	CDS	729				hypothetical protein
CDNALJOL_00272	gene	774				
CDNALJOL_00272	CDS	774				hypothetical protein
CDNALJOL_00273	gene	768	purQ			
CDNALJOL_00273	CDS	768	purQ	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurQ
CDNALJOL_00274	gene	2214	purL			
CDNALJOL_00274	CDS	2214	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
CDNALJOL_00275	gene	1515	purF			
CDNALJOL_00275	CDS	1515	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
CDNALJOL_00276	gene	1833				
CDNALJOL_00276	CDS	1833				hypothetical protein
CDNALJOL_00277	gene	912	hldD			
CDNALJOL_00277	CDS	912	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
CDNALJOL_00278	gene	1290				
CDNALJOL_00278	CDS	1290				hypothetical protein
CDNALJOL_00279	gene	936				
CDNALJOL_00279	CDS	936				hypothetical protein
CDNALJOL_00280	gene	345				
CDNALJOL_00280	CDS	345				hypothetical protein
CDNALJOL_00281	gene	519				
CDNALJOL_00281	CDS	519				hypothetical protein
CDNALJOL_00282	gene	516	mshA_1			
CDNALJOL_00282	CDS	516	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
CDNALJOL_00283	gene	1503	otsA			
CDNALJOL_00283	CDS	1503	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
CDNALJOL_00284	gene	858	otsB			
CDNALJOL_00284	CDS	858	otsB	3.1.3.12	COG0637	Trehalose-phosphate phosphatase
CDNALJOL_00285	gene	867	rmlD			
CDNALJOL_00285	CDS	867	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
CDNALJOL_00286	gene	180				
CDNALJOL_00286	CDS	180				hypothetical protein
CDNALJOL_00287	gene	249				
CDNALJOL_00287	CDS	249				hypothetical protein
CDNALJOL_00288	gene	465				
CDNALJOL_00288	CDS	465				hypothetical protein
CDNALJOL_00289	gene	975	rpoA			
CDNALJOL_00289	CDS	975	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
CDNALJOL_00290	gene	630	rpsD			
CDNALJOL_00290	CDS	630	rpsD		COG0522	30S ribosomal protein S4
CDNALJOL_00291	gene	375	rpsM			
CDNALJOL_00291	CDS	375	rpsM		COG0099	30S ribosomal protein S13
CDNALJOL_00292	gene	219	infA			
CDNALJOL_00292	CDS	219	infA		COG0361	Translation initiation factor IF-1
CDNALJOL_00293	gene	759	map			
CDNALJOL_00293	CDS	759	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
CDNALJOL_00294	gene	660	adk			
CDNALJOL_00294	CDS	660	adk	2.7.4.3		Adenylate kinase
CDNALJOL_00295	gene	1314	secY			
CDNALJOL_00295	CDS	1314	secY		COG0201	Protein translocase subunit SecY
CDNALJOL_00296	gene	288	rplO			
CDNALJOL_00296	CDS	288	rplO			50S ribosomal protein L15
CDNALJOL_00297	gene	486	rpsE			
CDNALJOL_00297	CDS	486	rpsE			30S ribosomal protein S5
CDNALJOL_00298	gene	354	rplR			
CDNALJOL_00298	CDS	354	rplR			50S ribosomal protein L18
CDNALJOL_00299	gene	540	rplF			
CDNALJOL_00299	CDS	540	rplF			50S ribosomal protein L6
CDNALJOL_00300	gene	399	rpsH			
CDNALJOL_00300	CDS	399	rpsH		COG0096	30S ribosomal protein S8
CDNALJOL_00301	gene	681				
CDNALJOL_00301	CDS	681				hypothetical protein
CDNALJOL_00302	gene	201	rpmC			
CDNALJOL_00302	CDS	201	rpmC			50S ribosomal protein L29
CDNALJOL_00303	gene	681	rpsC			
CDNALJOL_00303	CDS	681	rpsC		COG0092	30S ribosomal protein S3
CDNALJOL_00304	gene	333	rplV			
CDNALJOL_00304	CDS	333	rplV		COG0091	50S ribosomal protein L22
CDNALJOL_00305	gene	285	rpsS			
CDNALJOL_00305	CDS	285	rpsS		COG0185	30S ribosomal protein S19
CDNALJOL_00306	gene	822	rplB			
CDNALJOL_00306	CDS	822	rplB			50S ribosomal protein L2
CDNALJOL_00307	gene	288	rplW			
CDNALJOL_00307	CDS	288	rplW		COG0089	50S ribosomal protein L23
CDNALJOL_00308	gene	657	rplD			
CDNALJOL_00308	CDS	657	rplD			50S ribosomal protein L4
CDNALJOL_00309	gene	624	rplC			
CDNALJOL_00309	CDS	624	rplC		COG0087	50S ribosomal protein L3
CDNALJOL_00310	gene	306	rpsJ			
CDNALJOL_00310	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
CDNALJOL_00311	gene	1200	tufA_1			
CDNALJOL_00311	CDS	1200	tufA_1		COG0050	Elongation factor Tu
CDNALJOL_00312	gene	2079	fusA			
CDNALJOL_00312	CDS	2079	fusA		COG0480	Elongation factor G
CDNALJOL_00313	gene	474	rpsG			
CDNALJOL_00313	CDS	474	rpsG			30S ribosomal protein S7
CDNALJOL_00314	gene	375	rpsL			
CDNALJOL_00314	CDS	375	rpsL			30S ribosomal protein S12
CDNALJOL_00315	gene	4758	rpoC			
CDNALJOL_00315	CDS	4758	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
CDNALJOL_00316	gene	5157	rpoB			
CDNALJOL_00316	CDS	5157	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
CDNALJOL_00317	gene	387	rplL			
CDNALJOL_00317	CDS	387	rplL		COG0222	50S ribosomal protein L7/L12
CDNALJOL_00318	gene	525	rplJ			
CDNALJOL_00318	CDS	525	rplJ		COG0244	50S ribosomal protein L10
CDNALJOL_00319	gene	699	rplA			
CDNALJOL_00319	CDS	699	rplA		COG0081	50S ribosomal protein L1
CDNALJOL_00320	gene	426	rplK			
CDNALJOL_00320	CDS	426	rplK			50S ribosomal protein L11
CDNALJOL_00321	gene	555	nusG			
CDNALJOL_00321	CDS	555	nusG		COG0250	Transcription termination/antitermination protein NusG
CDNALJOL_00322	gene	210	secE			
CDNALJOL_00322	CDS	210	secE			Protein translocase subunit SecE
CDNALJOL_00323	gene	77				
CDNALJOL_00323	tRNA	77				tRNA-Trp(cca)
CDNALJOL_00324	gene	1200	tufA_2			
CDNALJOL_00324	CDS	1200	tufA_2		COG0050	Elongation factor Tu
CDNALJOL_00325	gene	76				
CDNALJOL_00325	tRNA	76				tRNA-Thr(ggt)
CDNALJOL_00326	gene	75				
CDNALJOL_00326	tRNA	75				tRNA-Gly(tcc)
CDNALJOL_00327	gene	86				
CDNALJOL_00327	tRNA	86				tRNA-Tyr(gta)
CDNALJOL_00328	gene	762				
CDNALJOL_00328	CDS	762				hypothetical protein
CDNALJOL_00329	gene	1140				
CDNALJOL_00329	CDS	1140		1.6.99.-	COG1252	NADH dehydrogenase-like protein
CDNALJOL_00330	gene	86				
CDNALJOL_00330	tRNA	86				tRNA-Leu(tag)
CDNALJOL_00331	gene	1041				
CDNALJOL_00331	CDS	1041				hypothetical protein
CDNALJOL_00332	gene	1452	rimO			
CDNALJOL_00332	CDS	1452	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
CDNALJOL_00333	gene	570				
CDNALJOL_00333	CDS	570				hypothetical protein
CDNALJOL_00334	gene	171				
CDNALJOL_00334	CDS	171				hypothetical protein
CDNALJOL_00335	gene	225				
CDNALJOL_00335	CDS	225				hypothetical protein
CDNALJOL_00336	gene	693	rlpA			
CDNALJOL_00336	CDS	693	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
CDNALJOL_00337	gene	948				
CDNALJOL_00337	CDS	948				hypothetical protein
CDNALJOL_00338	gene	231	rpsR			
CDNALJOL_00338	CDS	231	rpsR		COG0238	30S ribosomal protein S18
CDNALJOL_00339	gene	423				
CDNALJOL_00339	CDS	423				Single-stranded DNA-binding protein
CDNALJOL_00340	gene	369				
CDNALJOL_00340	CDS	369				hypothetical protein
CDNALJOL_00341	gene	1095	ychF			
CDNALJOL_00341	CDS	1095	ychF		COG0012	Ribosome-binding ATPase YchF
CDNALJOL_00342	gene	564	pth			
CDNALJOL_00342	CDS	564	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
CDNALJOL_00343	gene	624	ctc			
CDNALJOL_00343	CDS	624	ctc		COG1825	General stress protein CTC
CDNALJOL_00344	gene	945	prs			
CDNALJOL_00344	CDS	945	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
CDNALJOL_00345	gene	75				
CDNALJOL_00345	tRNA	75				tRNA-Gln(ttg)
CDNALJOL_00346	gene	882	ispE			
CDNALJOL_00346	CDS	882	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
CDNALJOL_00347	gene	1389				
CDNALJOL_00347	CDS	1389				hypothetical protein
CDNALJOL_00348	gene	552	pgsA_1			
CDNALJOL_00348	CDS	552	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CDNALJOL_00349	gene	1248				
CDNALJOL_00349	CDS	1248				hypothetical protein
CDNALJOL_00350	gene	654				
CDNALJOL_00350	CDS	654				hypothetical protein
CDNALJOL_00351	gene	1281	clpX			
CDNALJOL_00351	CDS	1281	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
CDNALJOL_00352	gene	612	clpP			
CDNALJOL_00352	CDS	612	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
CDNALJOL_00353	gene	1407	tig			
CDNALJOL_00353	CDS	1407	tig	5.2.1.8		Trigger factor
CDNALJOL_00354	gene	1245	oxyE			
CDNALJOL_00354	CDS	1245	oxyE	1.14.13.232		6-methylpretetramide 4-monooxygenase
CDNALJOL_00355	gene	1749				
CDNALJOL_00355	CDS	1749				hypothetical protein
CDNALJOL_00356	gene	1413	zwf			
CDNALJOL_00356	CDS	1413	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
CDNALJOL_00357	gene	2934	tal			
CDNALJOL_00357	CDS	2934	tal	2.2.1.2		Transaldolase
CDNALJOL_00358	gene	2034	tkt			
CDNALJOL_00358	CDS	2034	tkt	2.2.1.1		Transketolase
CDNALJOL_00359	gene	831	nagB			
CDNALJOL_00359	CDS	831	nagB	3.5.99.6		Glucosamine-6-phosphate deaminase
CDNALJOL_00360	gene	1035	glk			
CDNALJOL_00360	CDS	1035	glk	2.7.1.2	COG0837	Glucokinase
CDNALJOL_00361	gene	558				
CDNALJOL_00361	CDS	558				hypothetical protein
CDNALJOL_00362	gene	1491				
CDNALJOL_00362	CDS	1491				hypothetical protein
CDNALJOL_00363	gene	459				
CDNALJOL_00363	CDS	459				hypothetical protein
CDNALJOL_00364	gene	456				
CDNALJOL_00364	CDS	456				hypothetical protein
CDNALJOL_00365	gene	231				
CDNALJOL_00365	CDS	231				hypothetical protein
CDNALJOL_00366	gene	957				
CDNALJOL_00366	CDS	957				hypothetical protein
CDNALJOL_00367	gene	327				
CDNALJOL_00367	CDS	327				hypothetical protein
CDNALJOL_00368	gene	1029	moaA			
CDNALJOL_00368	CDS	1029	moaA			GTP 3',8-cyclase
CDNALJOL_00369	gene	1002	qorA			
CDNALJOL_00369	CDS	1002	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
CDNALJOL_00370	gene	684	pphA			
CDNALJOL_00370	CDS	684	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
CDNALJOL_00371	gene	726	hemY_1			
CDNALJOL_00371	CDS	726	hemY_1	1.3.3.4	COG1232	Protoporphyrinogen oxidase
CDNALJOL_00372	gene	666	hemY_2			
CDNALJOL_00372	CDS	666	hemY_2	1.3.3.4	COG1232	Protoporphyrinogen oxidase
CDNALJOL_00373	gene	237				
CDNALJOL_00373	CDS	237				hypothetical protein
CDNALJOL_00374	gene	552				
CDNALJOL_00374	CDS	552				hypothetical protein
CDNALJOL_00375	gene	1713	clcB			
CDNALJOL_00375	CDS	1713	clcB			Voltage-gated ClC-type chloride channel ClcB
CDNALJOL_00376	gene	78				
CDNALJOL_00376	tRNA	78				tRNA-Arg(ccg)
CDNALJOL_00377	gene	747	xerC_1			
CDNALJOL_00377	CDS	747	xerC_1			Tyrosine recombinase XerC
CDNALJOL_00378	gene	315				
CDNALJOL_00378	CDS	315				hypothetical protein
CDNALJOL_00379	gene	261				
CDNALJOL_00379	CDS	261				hypothetical protein
CDNALJOL_00380	gene	216				
CDNALJOL_00380	CDS	216				hypothetical protein
CDNALJOL_00381	gene	564				
CDNALJOL_00381	CDS	564				hypothetical protein
CDNALJOL_00382	gene	393				
CDNALJOL_00382	CDS	393				hypothetical protein
CDNALJOL_00383	gene	429				
CDNALJOL_00383	CDS	429		3.1.-.-		Ribonuclease VapC44
CDNALJOL_00384	gene	159				
CDNALJOL_00384	CDS	159				hypothetical protein
CDNALJOL_00385	gene	945	bdlA			
CDNALJOL_00385	CDS	945	bdlA		COG0840	Biofilm dispersion protein BdlA
CDNALJOL_00386	gene	162				
CDNALJOL_00386	CDS	162				hypothetical protein
CDNALJOL_00387	gene	135				
CDNALJOL_00387	CDS	135				hypothetical protein
CDNALJOL_00388	gene	1002				
CDNALJOL_00388	CDS	1002				hypothetical protein
CDNALJOL_00389	gene	339				
CDNALJOL_00389	CDS	339				hypothetical protein
CDNALJOL_00390	gene	1074	yajO			
CDNALJOL_00390	CDS	1074	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
CDNALJOL_00391	gene	1470	alkA			
CDNALJOL_00391	CDS	1470	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
CDNALJOL_00392	gene	510	ogt			
CDNALJOL_00392	CDS	510	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
CDNALJOL_00393	gene	120				
CDNALJOL_00393	CDS	120				hypothetical protein
CDNALJOL_00394	gene	975				
CDNALJOL_00394	CDS	975				hypothetical protein
CDNALJOL_00395	gene	522	bepA_2			
CDNALJOL_00395	CDS	522	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
CDNALJOL_00396	gene	612				
CDNALJOL_00396	CDS	612				hypothetical protein
CDNALJOL_00397	gene	414				
CDNALJOL_00397	CDS	414				hypothetical protein
CDNALJOL_00398	gene	636				
CDNALJOL_00398	CDS	636		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
CDNALJOL_00399	gene	756				
CDNALJOL_00399	CDS	756				hypothetical protein
CDNALJOL_00400	gene	1044				
CDNALJOL_00400	CDS	1044				hypothetical protein
CDNALJOL_00401	gene	1326				
CDNALJOL_00401	CDS	1326			COG2308	putative protein
CDNALJOL_00402	gene	663	yceI			
CDNALJOL_00402	CDS	663	yceI			Protein YceI
CDNALJOL_00403	gene	882				
CDNALJOL_00403	CDS	882				hypothetical protein
CDNALJOL_00404	gene	351				
CDNALJOL_00404	CDS	351				hypothetical protein
CDNALJOL_00405	gene	2061	hyfB			
CDNALJOL_00405	CDS	2061	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
CDNALJOL_00406	gene	963	hycD			
CDNALJOL_00406	CDS	963	hycD		COG0650	Formate hydrogenlyase subunit 4
CDNALJOL_00407	gene	663				
CDNALJOL_00407	CDS	663				hypothetical protein
CDNALJOL_00408	gene	1458	ndhB_1			
CDNALJOL_00408	CDS	1458	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CDNALJOL_00409	gene	1500	hycE			
CDNALJOL_00409	CDS	1500	hycE		COG3261	Formate hydrogenlyase subunit 5
CDNALJOL_00410	gene	510	ndhK_1			
CDNALJOL_00410	CDS	510	ndhK_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
CDNALJOL_00411	gene	354				
CDNALJOL_00411	CDS	354				hypothetical protein
CDNALJOL_00412	gene	963				
CDNALJOL_00412	CDS	963				hypothetical protein
CDNALJOL_00413	gene	750				
CDNALJOL_00413	CDS	750				hypothetical protein
CDNALJOL_00414	gene	306				
CDNALJOL_00414	CDS	306				hypothetical protein
CDNALJOL_00415	gene	516				
CDNALJOL_00415	CDS	516				hypothetical protein
CDNALJOL_00416	gene	447				
CDNALJOL_00416	CDS	447				hypothetical protein
CDNALJOL_00417	gene	279				
CDNALJOL_00417	CDS	279				hypothetical protein
CDNALJOL_00418	gene	246				
CDNALJOL_00418	CDS	246				hypothetical protein
CDNALJOL_00419	gene	402				
CDNALJOL_00419	CDS	402		3.1.-.-	COG3744	Ribonuclease VapC22
CDNALJOL_00420	gene	192				
CDNALJOL_00420	CDS	192				hypothetical protein
CDNALJOL_00421	gene	498				
CDNALJOL_00421	CDS	498				hypothetical protein
CDNALJOL_00422	gene	255	fitA			
CDNALJOL_00422	CDS	255	fitA			Antitoxin FitA
CDNALJOL_00423	gene	423	fitB			
CDNALJOL_00423	CDS	423	fitB	3.1.-.-		Toxin FitB
CDNALJOL_00424	gene	1221				
CDNALJOL_00424	CDS	1221				hypothetical protein
CDNALJOL_00425	gene	567				
CDNALJOL_00425	CDS	567				hypothetical protein
CDNALJOL_00426	gene	675				
CDNALJOL_00426	CDS	675				hypothetical protein
CDNALJOL_00427	gene	765				
CDNALJOL_00427	CDS	765				hypothetical protein
CDNALJOL_00428	gene	552				
CDNALJOL_00428	CDS	552				hypothetical protein
CDNALJOL_00429	gene	129				
CDNALJOL_00429	CDS	129				hypothetical protein
CDNALJOL_00430	gene	660				
CDNALJOL_00430	CDS	660				hypothetical protein
CDNALJOL_00431	gene	363				
CDNALJOL_00431	CDS	363				hypothetical protein
CDNALJOL_00432	gene	1104				
CDNALJOL_00432	CDS	1104				hypothetical protein
CDNALJOL_00433	gene	264				
CDNALJOL_00433	CDS	264				hypothetical protein
CDNALJOL_00434	gene	1488	bchE			
CDNALJOL_00434	CDS	1488	bchE	1.21.98.3		Anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
CDNALJOL_00435	gene	918	hddA			
CDNALJOL_00435	CDS	918	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
CDNALJOL_00436	gene	966	fcl			
CDNALJOL_00436	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
CDNALJOL_00437	gene	288				
CDNALJOL_00437	CDS	288				hypothetical protein
CDNALJOL_00438	gene	732	acoA			
CDNALJOL_00438	CDS	732	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
CDNALJOL_00439	gene	1047	bfmBAB			
CDNALJOL_00439	CDS	1047	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
CDNALJOL_00440	gene	1176	colD			
CDNALJOL_00440	CDS	1176	colD	4.2.1.168		GDP-4-keto-6-deoxy-D-mannose 3-dehydratase
CDNALJOL_00441	gene	744	hddC			
CDNALJOL_00441	CDS	744	hddC	2.7.7.71		D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase
CDNALJOL_00442	gene	939	strE			
CDNALJOL_00442	CDS	939	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
CDNALJOL_00443	gene	1083				
CDNALJOL_00443	CDS	1083				hypothetical protein
CDNALJOL_00444	gene	285				
CDNALJOL_00444	CDS	285				hypothetical protein
CDNALJOL_00445	gene	819				
CDNALJOL_00445	CDS	819				IS3 family transposase ISCysp23
CDNALJOL_00446	gene	240				
CDNALJOL_00446	CDS	240				hypothetical protein
CDNALJOL_00447	gene	984				
CDNALJOL_00447	CDS	984				IS21 family transposase ISPpu7
CDNALJOL_00448	gene	762				
CDNALJOL_00448	CDS	762				IS21 family transposase ISPa77
CDNALJOL_00449	gene	132				
CDNALJOL_00449	CDS	132				hypothetical protein
CDNALJOL_00450	gene	252				
CDNALJOL_00450	CDS	252				IS21 family transposase ISUnCu3
CDNALJOL_00451	gene	447				
CDNALJOL_00451	CDS	447				IS21 family transposase IS1491
CDNALJOL_00452	gene	1578				
CDNALJOL_00452	CDS	1578				IS21 family transposase ISPpu7
CDNALJOL_00453	gene	300				
CDNALJOL_00453	CDS	300				IS256 family transposase ISTdr1
CDNALJOL_00454	gene	753				
CDNALJOL_00454	CDS	753				IS256 family transposase ISOan6
CDNALJOL_00455	gene	183				
CDNALJOL_00455	CDS	183				hypothetical protein
CDNALJOL_00456	gene	699				
CDNALJOL_00456	CDS	699				hypothetical protein
CDNALJOL_00457	gene	291				
CDNALJOL_00457	CDS	291				hypothetical protein
CDNALJOL_00458	gene	786				
CDNALJOL_00458	CDS	786				IS3 family transposase ISVpa4
CDNALJOL_00459	gene	939				
CDNALJOL_00459	CDS	939				hypothetical protein
CDNALJOL_00460	gene	501				
CDNALJOL_00460	CDS	501				IS256 family transposase ISTdr1
CDNALJOL_00461	gene	1320				
CDNALJOL_00461	CDS	1320				hypothetical protein
CDNALJOL_00462	gene	525				
CDNALJOL_00462	CDS	525				hypothetical protein
CDNALJOL_00463	gene	312				
CDNALJOL_00463	CDS	312				hypothetical protein
CDNALJOL_00464	gene	837				
CDNALJOL_00464	CDS	837				hypothetical protein
CDNALJOL_00465	gene	1698				
CDNALJOL_00465	CDS	1698				hypothetical protein
CDNALJOL_00466	gene	675				
CDNALJOL_00466	CDS	675				IS256 family transposase ISOan6
CDNALJOL_00467	gene	444				
CDNALJOL_00467	CDS	444				IS256 family transposase ISOan7
CDNALJOL_00468	gene	1038				
CDNALJOL_00468	CDS	1038				hypothetical protein
CDNALJOL_00469	gene	1422				
CDNALJOL_00469	CDS	1422				hypothetical protein
CDNALJOL_00470	gene	1188				
CDNALJOL_00470	CDS	1188				hypothetical protein
CDNALJOL_00471	gene	1419				
CDNALJOL_00471	CDS	1419				hypothetical protein
CDNALJOL_00472	gene	708	tagH			
CDNALJOL_00472	CDS	708	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
CDNALJOL_00473	gene	795				
CDNALJOL_00473	CDS	795				hypothetical protein
CDNALJOL_00474	gene	801	wcaJ			
CDNALJOL_00474	CDS	801	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
CDNALJOL_00475	gene	756				
CDNALJOL_00475	CDS	756				hypothetical protein
CDNALJOL_00476	gene	1254				
CDNALJOL_00476	CDS	1254				hypothetical protein
CDNALJOL_00477	gene	1089	mshA_2			
CDNALJOL_00477	CDS	1089	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
CDNALJOL_00478	gene	111				
CDNALJOL_00478	CDS	111				hypothetical protein
CDNALJOL_00479	gene	207				
CDNALJOL_00479	CDS	207				hypothetical protein
CDNALJOL_00480	gene	318				
CDNALJOL_00480	CDS	318				hypothetical protein
CDNALJOL_00481	gene	300				
CDNALJOL_00481	CDS	300				hypothetical protein
CDNALJOL_00482	gene	1662	ndhB_2			
CDNALJOL_00482	CDS	1662	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CDNALJOL_00483	gene	2472				
CDNALJOL_00483	CDS	2472				hypothetical protein
CDNALJOL_00484	gene	867				
CDNALJOL_00484	CDS	867				hypothetical protein
CDNALJOL_00485	gene	1677	ilvD_2			
CDNALJOL_00485	CDS	1677	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
CDNALJOL_00486	gene	261	tsaC			
CDNALJOL_00486	CDS	261	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
CDNALJOL_00487	gene	729	ywlC_1			
CDNALJOL_00487	CDS	729	ywlC_1	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
CDNALJOL_00488	gene	1686	ilvD_3			
CDNALJOL_00488	CDS	1686	ilvD_3	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
CDNALJOL_00489	gene	339				
CDNALJOL_00489	CDS	339				hypothetical protein
CDNALJOL_00490	gene	1668	ndhB_3			
CDNALJOL_00490	CDS	1668	ndhB_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CDNALJOL_00491	gene	2481				
CDNALJOL_00491	CDS	2481				hypothetical protein
CDNALJOL_00492	gene	504				
CDNALJOL_00492	CDS	504				hypothetical protein
CDNALJOL_00493	gene	543				
CDNALJOL_00493	CDS	543				hypothetical protein
CDNALJOL_00494	gene	990	atoS_1			
CDNALJOL_00494	CDS	990	atoS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
CDNALJOL_00495	gene	1470	atoC_1			
CDNALJOL_00495	CDS	1470	atoC_1		COG2204	Regulatory protein AtoC
CDNALJOL_00496	gene	306				
CDNALJOL_00496	CDS	306				hypothetical protein
CDNALJOL_00497	gene	381				
CDNALJOL_00497	CDS	381				hypothetical protein
CDNALJOL_00498	gene	564				
CDNALJOL_00498	CDS	564				hypothetical protein
CDNALJOL_00499	gene	834	menH			
CDNALJOL_00499	CDS	834	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CDNALJOL_00500	gene	927	glxR			
CDNALJOL_00500	CDS	927	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
